ॐ	oːm
जीजी	d͡ʒiːd͡ʒiː
जीतना	d͡ʒiːt̪nɑː
जीन	d͡ʒiːn
ज़ीना	ziːnɑː
जीभ	d͡ʒiːbʱ
जीरा	d͡ʒiːɾɑː
ज़ीरा	ziːɾɑː
जीव	d͡ʒiːʋ
जीवनी	d͡ʒiːʋniː
जीवाश्म	d͡ʒiːʋɑːʃm
जुआ	d͡ʒʊɑː
जुआरी	d͡ʒʊɑːɾiː
जुग	d͡ʒʊɡ
जुगनू	d͡ʒʊɡnuː
जुगलबंदी	d͡ʒʊɡəlbənd̪iː
जुटाना	d͡ʒʊʈɑːnɑː
जुड़ना	d͡ʒʊɽnɑː
जुदा	d͡ʒʊd̪ɑː
जुदाई	d͡ʒʊd̪ɑːiː
जुनून	d͡ʒʊnuːn
जुन्हाई	d͡ʒʊnɦɑːiː
जुमला	d͡ʒʊmlɑː
जुमा	d͡ʒʊmɑː
जुमेरात	d͡ʒʊmeːɾɑːt̪
जुर्म	d͡ʒʊɾm
जुर्माना	d͡ʒʊɾmɑːnɑː
जुर्रत	d͡ʒʊɾɾət̪
जुलना	d͡ʒʊlnɑː
जुलाई	d͡ʒʊlɑːiː
जुलूस	d͡ʒʊluːs
ज़ुल्फ़	zʊlf
ज़ुल्म	zʊlm
जुस्तजू	d͡ʒʊst̪əd͡ʒuː
जूझ	d͡ʒuːd͡ʒʱ
जूझना	d͡ʒuːd͡ʒʱnɑː
जूड़ा	d͡ʒuːɽɑː
जूता	d͡ʒuːt̪ɑː
जून	d͡ʒuːn
जेठानी	d͡ʒeːʈʰɑːniː
जेद्दा	d͡ʒeːd̪d̪ɑː
जेब	d͡ʒeːb
ज़ेवर	zeːʋəɾ
ज़ेहन	zɛːʱn
जैकबाबाद	d͡ʒɛːkbɑːbɑːd̪
जैगुआर	d͡ʒɛːɡʊɑːɾ
ज़ैतून	zɛːt̪uːn
जैसा	d͡ʒɛːsɑː
जो	d͡ʒoː
जोखना	d͡ʒoːkʰnɑː
जोखिम	d͡ʒoːkʰɪm
जोड़ना	d͡ʒoːɽnɑː
जोत	d͡ʒoːt̪
जोतना	d͡ʒoːt̪nɑː
जोधपुर	d͡ʒoːd̪ʱpʊɾ
ज़ोर	zoːɾ
ज़ोरदार	zoːɾd̪ɑːɾ
जोश	d͡ʒoːʃ
जोशीला	d͡ʒoːʃiːlɑː
जोहना	d͡ʒoːʱnɑː
जोंक	d͡ʒoːŋk
जौ	d͡ʒɔː
जौहर	d͡ʒɔːɦəɾ
जंग	d͡ʒəŋɡ
जंगम	d͡ʒəŋɡəm
ज़ंजीर	zəɲd͡ʒiːɾ
जंभ	d͡ʒəmbʱ
जँभाई	d͡ʒə̃bʱɑːiː
ज्ञ	ɡjə
ज्ञात	ɡjɑːt̪
ज्ञाता	ɡjɑːt̪ɑː
ज्ञातृत्व	ɡjɑːt̪ɾɪt̪ʋ
ज्ञान	ɡjɑːn
ज्ञानकोष	ɡjɑːnkoːʃ
ज्ञानवर्धन	ɡjɑːnʋəɾd̪ʱən
ज़्यादती	zjɑːd̪ət̪iː
ज्यादा	d͡ʒjɑːd̪ɑː
ज़्यादा	zjɑːd̪ɑː
ज्यों	d͡ʒjõː
ज्वर	d͡ʒʋəɾ
ज्वार	d͡ʒʋɑːɾ
ज्वालामुखी	dʒʋaːlaːmʊkʰiː
झ	d͡ʒʱə
झ़	d͡ʒʱə
झ़	zə
झ़	ʒə
झक्कड़	d͡ʒʱəkkəɽ
झगड़ा	d͡ʒʱəɡɽɑː
झगड़ालू	d͡ʒʱəɡɽɑːluː
झड़प	d͡ʒʱəɽəp
झनझन	d͡ʒʱənd͡ʒʱən
झपकी	d͡ʒʱəpkiː
झमेला	d͡ʒʱəmeːlɑː
झरना	d͡ʒʱəɾnɑː
झरोखा	d͡ʒʱəɾoːkʰɑː
झलना	d͡ʒʱəlnɑː
झा	d͡ʒʱɑː
झापड़	d͡ʒʱɑːpəɽ
झालर	d͡ʒʱɑːləɾ
झाँसी	d͡ʒʱɑ̃ːsiː
झिझक	d͡ʒʱɪd͡ʒʱək
झिझकना	d͡ʒʱɪd͡ʒʱəknɑː
झील	d͡ʒʱiːl
झुकना	d͡ʒʱʊknɑː
झुठलाना	d͡ʒʱʊʈʰlɑːnɑː
झुमका	d͡ʒʱʊmkɑː
झुरमुट	d͡ʒʱʊɾmʊʈ
झुर्रियाँ	d͡ʒʱʊɾɾiːjɑ̃ː
झुर्री	d͡ʒʱʊɾɾiː
झुलसना	d͡ʒʱʊləsnɑː
झूठ	d͡ʒʱuːʈʰ
झूठमूठ	dʒʱuːʈʰmuːʈʰ
झूठा	dʒʱuːʈʰaː
झूठी	dʒʱuːʈʰiː
झूठे	dʒʱuːʈʰe
झूठो	dʒʱuːʈʰo
झूठों	dʒʱuːʈʰõ
झूमर	d͡ʒʱuːməɾ
झेलना	d͡ʒʱeːlnɑː
झोली	d͡ʒʱoːliː
झोंकना	d͡ʒʱoːŋknɑː
झोंका	d͡ʒʱoːŋkɑː
झोंपड़ा	d͡ʒʱoːmpɽɑː
झंझट	d͡ʒʱəɲd͡ʒʱəʈ
ञ	ɲə
ट	ʈə
टकराव	ʈəkɾɑːʋ
टक्कर	ʈəkkəɾ
टखना	ʈəkʰnɑː
टटोलना	ʈəʈoːlnɑː
टट्टी	ʈəʈʈiː
टपकना	ʈəpəknɑː
टपोरी	ʈəpoːɾiː
टब	ʈəb
टर्मिनल	ʈəɾmɪnəl
टलना	ʈəlnɑː
टहलना	ʈɛːʱlnɑː
टापू	ʈɑːpuː
टांग	ʈɑːŋɡ
टांगना	ʈɑːŋɡnɑː
टाँग	ʈɑ̃ːɡ
टिकना	ʈɪknɑː
टिकाऊ	ʈɪkɑːuː
टिकाऊपन	ʈɪkɑːuːpən
टिक्का	ʈɪkkɑː
टिड्डा	ʈɪɖɖɑː
टिड्डी	ʈɪɖɖiː
टिप्पणी	ʈɪppəniː
टिमटिमाना	ʈɪmʈɪmɑːnɑː
टीकाकरण	ʈiːkɑːkəɾən
टीम	ʈiːm
टीस	ʈiːs
टूट	ʈuːʈ
टूथपेस्ट	ʈuːt̪ʰpeːsʈ
टूर्नामेंट	ʈuːɾnɑːmeːnʈ
टेक	ʈeːk
टेकना	ʈeːknɑː
टेढ़ा	ʈeːɽʱɑː
टेढ़ापन	ʈeːɽʱɑːpən
टैक्स	ʈɛːks
टैंकर	ʈɛːŋkəɾ
टोकना	ʈoːknɑː
टोकरा	ʈoːkɾɑː
टोक्यो	ʈoːkjoː
टोना	ʈoːnɑː
टोप	ʈoːp
टोपी	ʈoːpiː
टोफ़ू	ʈoːfuː
टोरंटो	ʈoːɾənʈoː
टोली	ʈoːliː
टंकक	ʈəŋkək
टंकण	ʈəŋkən
ट्रक	ʈɾək
ट्राइटियम	ˈʈɾɑːɪ̯ʈɪ̯əm
ट्रॅक्टर	ʈɾæːkʈəɾ
ट्रंप	ʈɾəmp
ट्वीट	ʈʋiːʈ
ठ	ʈʰə
ठगी	ʈʰəɡiː
ठठेरा	ʈʰəʈʰeːɾɑː
ठपना	ʈʰəpnɑː
ठहरना	ʈʰɛːʱɾnɑː
ठहराना	ʈʰɛːʱɾɑːnɑː
ठहराव	ʈʰɛːʱɾɑːʋ
ठहाका	ʈʰəɦɑːkɑː
ठाणे	ʈʰɑːneː
ठिकाना	ʈʰɪkɑːnɑː
ठिठक	ʈʰɪʈʰək
ठिठुरना	ʈʰɪʈʰʊɾnɑː
ठिंगना	ʈʰɪŋɡnɑː
ठुमक	ʈʰʊmək
ठुमकना	ʈʰʊməknɑː
ठूँसना	ʈʰũːsnɑː
ठेठ	ʈʰeːʈʰ
ठेला	ʈʰeːlɑː
ठोकना	ʈʰoːknɑː
ठोस	ʈʰoːs
ठंड	ʈʰənɖ
ठंडक	ʈʰənɖək
ठंडा	ʈʰənɖɑː
ड	ɖə
ड़	ɽə
डकार	ɖəkɑːɾ
डगमग	ɖəɡməɡ
डबलिन	ɖəblɪn
डरबन	ɖəɾbən
डसना	ɖəsnɑː
डाइनोसर	ɖaːinosər
डाउनलोड	ɖɑːʊnloːɖ
डाक	ɖɑːk
डाकख़ाना	ɖɑːkkʰɑːnɑː
डाकख़ाना	ɖɑːkxɑːnɑː
डाकघर	ɖɑːkɡʱəɾ
डायनासोर	ɖɑːjnɑːsoːɾ
डायरी	ɖɑːjəɾiː
डार्विन	ɖɑːɾʋɪn
डाल	ɖɑːl
डालना	ɖɑːlnɑː
डिक्की	ɖɪkkiː
डिजिटल	ɖɪd͡ʒɪʈəl
डिजिटलीकृत	ɖɪd͡ʒɪʈəliːkɾɪt̪
डिप्टी	ɖɪpʈiː
डिमांड	ɖɪmɑːnɖ
डीज़ल	ɖiːzəl
डीयू	ɖiːjuː
डील	ɖiːl
डुबकी	ɖʊbkiː
डुबोना	ɖʊboːnɑː
डुलना	ɖʊlnɑː
डूंगर	ɖuːŋɡəɾ
डेटा	ɖeːʈɑː
डेढ़	ɖeːɽʱ
डेरा	ɖeːɾɑː
डॉक्टर	ɖɔːkʈəɾ
डोर	ɖoːɾ
डोरी	ɖoːɾiː
डोलना	ɖoːlnɑː
डोला	ɖoːlɑː
डोली	ɖoːliː
डंठल	ɖənʈʰəl
ड्यूक	ɖjuːk
ढ	ɖʱə
ढ़	ɽʱə
ढकना	ɖʱəknɑː
ढलना	ɖʱəlnɑː
ढाई	ɖʱɑːiː
ढाका	ɖʱɑːkɑː
ढाबा	ɖʱɑːbɑː
ढालना	ɖʱɑːlnɑː
ढांचा	ɖʱɑːɲt͡ʃɑː
ढाँचा	ɖʱɑ̃ːt͡ʃɑː
ढीठ	ɖʱiːʈʰ
ढील	ɖʱiːl
ढूँढना	ɖʱũːɖʱnɑː
ढूँढ़ना	ɖʱũːɽʱnɑː
ढेर	ɖʱeːɾ
ढेला	ɖʱeːlɑː
ढोटा	ɖʱoːʈɑː
ढोना	ɖʱoːnɑː
ढोर	ɖʱoːɾ
ढोंग	ɖʱoːŋɡ
ढोंढ़ी	ɖʱoːnɽʱiː
ण	ɳə
त	t̪ə
तक	t̪ək
तक़दीर	t̪əkd̪iːɾ
तक़दीर	t̪əqd̪iːɾ
तकरार	t̪əkɾɑːɾ
तक़रीबन	t̪əkɾiːbən
तक़रीबन	t̪əqɾiːbən
तक़रीर	t̪əkɾiːɾ
तक़रीर	t̪əqɾiːɾ
तकलीफ़	t̪əkliːf
तकलीफ़देह	t̪əkliːfd̪eːʱ
तकल्लुफ़	t̪əkəllʊf
तक़सीम	t̪əksiːm
तक़सीम	t̪əqsiːm
तक़ाज़ा	t̪əkɑːzɑː
तक़ाज़ा	t̪əqɑːzɑː
तकिया	t̪əkiːjɑː
तक्षशिला	t̪əkʃəʃɪlɑː
तख़लिया	t̪əkʰliːjɑː
तख़लिया	t̪əxliːjɑː
तख़ल्लुस	t̪əkʰəllʊs
तख़ल्लुस	t̪əxəllʊs
तख़्त	t̪əkʰt̪
तख़्त	t̪əxt̪
तजुर्बा	t̪əd͡ʒʊɾbɑː
तटस्थ	t̪əʈəst̪ʰ
तटस्थीकरण	t̪əʈəst̪ʰiːkɾən
तड़पना	t̪əɽəpnɑː
तत्कालीन	t̪ət̪kɑːliːn
तत्त्व	ˈt̪ət̪ʷ
तत्व	t̪ət̪ʋ
तत्वज्ञान	t̪ət̪ʋəɡjɑːn
तत्सम	t̪ət̪səm
तथा	t̪ət̪ʰɑː
तथापि	t̪ət̪ʰɑːpiː
तथ्य	t̪ət̪ʰj
तद्भव	t̪əd̪bʱəʋ
तन	t̪ən
तनख़्वाह	t̪ənkʰɑː
तनख़्वाह	t̪ənkʰɑːʱ
तनख़्वाह	t̪ənxɑː
तनख़्वाह	t̪ənxɑːʱ
तनना	t̪ənnɑː
तनहाई	t̪ənɦɑːiː
तना	t̪ənɑː
तनाव	t̪ənɑːʋ
तपस्वी	t̪əpəsʋiː
तपेदिक़	t̪əpeːd̪ɪk
तपेदिक़	t̪əpeːd̪ɪq
तब	t̪əb
तबदील	t̪əbd̪iːl
तबला	t̪əblɑː
तबादला	t̪əbɑːd̪lɑː
तबाह	t̪əbɑːʱ
तबाही	t̪əbɑːɦiː
तबीयत	t̪əbiːjət̪
तबेला	t̪əbeːlɑː
तमग़ा	t̪əmɡɑː
तमन्ना	t̪əmənnɑː
तमाचा	t̪əmɑːt͡ʃɑː
तमाम	t̪əmɑːm
तमिल	t̪əmɪl
तमीज़	t̪əmiːz
तमे	t̪əmeː
तमंचा	t̪əməɲt͡ʃɑː
तय	t̪əj
तर	t̪əɾ
तरकारी	t̪əɾkɑːɾiː
तरक़्क़ी	t̪əɾəkkiː
तरक़्क़ी	t̪əɾəqqiː
तरतीब	t̪əɾt̪iːb
तरफ़	t̪əɾəf
तरफ़दार	t̪əɾəfd̪ɑːɾ
तरबूज़	t̪əɾbuːz
तरह	t̪əɾɦə
तरह	t̪əɾəʱ
तराई	t̪əɾɑːiː
तराज़ू	t̪əɾɑːzuː
तराना	t̪əɾɑːnɑː
तराशना	t̪əɾɑːʃnɑː
तराशा	t̪əɾɑːʃɑː
तरीका	t̪əɾiːkɑː
तरीक़ा	t̪əɾiːkɑː
तरीक़ा	t̪əɾiːqɑː
तरेरना	t̪əɾeːɾnɑː
तर्क	t̪əɾk
तर्ज़	t̪əɾz
तर्जनी	t̪əɾd͡ʒəniː
तर्जुमान	t̪əɾd͡ʒʊmɑːn
तलक	t̪ələk
तलना	t̪əlnɑː
तलब	t̪ələb
तलवा	t̪əlʋɑː
तलहटी	t̪əlɛːʱʈiː
तलाव	t̪əlɑːʋ
तलाशी	t̪əlɑːʃiː
तले	t̪əleː
तल्ख़	t̪əlkʰ
तल्ख़	t̪əlx
तल्ख़ी	t̪əlkʰiː
तल्ख़ी	t̪əlxiː
तव	t̪əʋ
तशरीफ़	t̪əʃɾiːf
तश्तरी	t̪əʃt̪əɾiː
तसमा	t̪əsmɑː
तसला	t̪əslɑː
तसल्ली	t̪əsəlliː
तसव्वुर	t̪əsəʋʋʊɾ
तस्करी	t̪əskəɾiː
तस्दीक़	t̪əsd̪iːk
तस्दीक़	t̪əsd̪iːq
तस्वीर	t̪əsʋiːɾ
तह	t̪əʱ
तहज़ीब	t̪ɛːʱziːb
तहत	t̪eːɦeːt̪
तहत	t̪əʱt̪
तहलका	t̪ɛːɦɛːlkɑː
तहलका	t̪ɛːʱlkɑː
ताई	t̪ɑːiː
ताउम्र	t̪ɑːʊmɾ
ताऊ	t̪ɑːuː
ताक़त	t̪ɑːkət̪
ताक़त	t̪ɑːqət̪
ताक़तवर	t̪ɑːkət̪ʋəɾ
ताक़तवर	t̪ɑːqət̪ʋəɾ
ताकना	t̪ɑːknɑː
ताकि	t̪ɑːkiː
ताज	t̪ɑːd͡ʒ
ताजपोशी	t̪ɑːd͡ʒpoːʃiː
ताज़ा	t̪ɑːzɑː
ताड़	t̪ɑːɽ
तातार	t̪ɑːt̪ɑːɾ
तादाद	t̪ɑːd̪ɑːd̪
तान	t̪ɑːn
तानना	t̪ɑːnnɑː
तानाशाह	t̪ɑːnɑːʃɑːʱ
ताप	t̪ɑːp
तापक्रम	t̪ɑːpəkɾəm
तामील	t̪ɑːmiːl
ताम्र	t̪ɑːmɾ
ताया	t̪ɑːjɑː
तारख़ाना	t̪ɑːɾkʰɑːnɑː
तारख़ाना	t̪ɑːɾxɑːnɑː
तारीख़	t̪ɑːɾiːkʰ
तारीख़	t̪ɑːɾiːx
तालमेल	t̪ɑːlmeːl
तालव्य	t̪ɑːləʋjə
तालाब	t̪ɑːlɑːb
तालिका	t̪ɑːlɪkɑː
तालिब	t̪ɑːlɪb
तालियों	t̪ɑːliːjõː
तालु	t̪ɑːluː
तावीज़	t̪ɑːʋiːz
ताशकंद	t̪ɑːʃkənd̪
तासीर	t̪ɑːsiːɾ
ताँबा	t̪ɑ̃ːbɑː
तिजोरी	t̪ɪd͡ʒoːɾiː
तिनका	t̪ɪnkɑː
तिनसुकिया	t̪ɪnsʊkiːjɑː
तिपहिया	t̪ɪpəɦiːjɑː
तिपहिया	t̪ɪpəiːjɑː
तिब्बत	t̪ɪbbət̪
तिमाही	t̪ɪmɑːɦiː
तिरछा	t̪ɪɾt͡ʃʰɑː
तिरपन	t̪ɪɾpən
तिरसठ	t̪ɪɾsəʈʰ
तिरस्कार	t̪ɪɾəskɑːɾ
तिरानवे	t̪ɪɾɑːnʋeː
तिरासी	t̪ɪɾɑːsiː
तिरुचिरापल्ली	t̪ɪɾʊt͡ʃɪɾɑːpəlliː
तिरुवनंतपुरम	t̪ɪɾʊʋənənt̪əpʊɾəm
तिरूपुर	t̪ɪɾuːpʊɾ
तिरंगा	t̪ɪɾəŋɡɑː
तिलहन	t̪ɪlɦən
तिल्ली	t̪ɪlliː
तिहत्तर	t̪ɪɦət̪t̪əɾ
तीखा	t̪iːkʰɑː
तीज	t̪iːd͡ʒ
तीतर	t̪iːt̪əɾ
तीन	t̪iːn
तीर	t̪iːɾ
तीरंदाज़	t̪iːɾənd̪ɑːz
तीरंदाज़ी	t̪iːɾənd̪ɑːziː
तीली	t̪iːliː
तीव्रता	t̪iːʋɾət̪ɑː
तीस	t̪iːs
तुकांत	t̪ʊkɑːnt̪
तुग़लक़	t̪ʊɡlək
तुग़लक़	t̪ʊɣləq
तुम	tʊm
तुमने	t̪ʊmn̪e
तुम्हें	t̪ʊmɦẽ
तुरन्त	t̪ʊɾənt̪
तुरही	t̪ʊɾɦiː
तुर्क	t̪ʊɾk
तुर्कमेनिस्तान	t̪ʊɾkmeːnɪst̪ɑːn
तुर्किस्तान	t̪ʊɾkɪst̪ɑːn
तुलनात्मक	t̪ʊlənɑːt̪mək
तुलसी	t̪ʊlsiː
तुष्टीकरण	t̪ʊʃʈiːkəɾən
तुंग	t̪ʊŋɡ
तू	t̪uː
तूफ़ान	t̪uːfɑːn
तृण	t̪ɾɪn
तृतीय	t̪ɾɪt̪iːj
तृष्णा	t̪ɾɪʃnɑː
तेईस	t̪eːiːs
तेज	t̪eːd͡ʒ
तेजपत्ता	t̪eːd͡ʒpət̪t̪ɑː
तेजपुर	t̪eːd͡ʒpʊɾ
तेज़ाब	t̪eːzɑːb
तेरह	t̪eːɾɑː
तेरह	t̪eːɾəʱ
तेरे	t̪ere
तेल	t̪eːl
तेलुगू	t̪eːlʊɡuː
तेवर	t̪eːʋəɾ
तेंदुआ	t̪eːnd̪ʊɑː
तैनात	t̪ɛːnɑːt̪
तैनाती	t̪ɛːnɑːt̪iː
तैंतालीस	t̪ɛːnt̪ɑːliːs
तैंतीस	t̪ɛːnt̪iːs
तो	t̪oː
तोता	t̪oːt̪ɑː
तोपची	t̪oːpt͡ʃiː
तोहफ़ा	t̪oːʱfɑː
तोंदी	t̪oːnd̪iː
तौबा	t̪əʊbɑː
तौबा	t̪ɔːbɑː
तौर	t̪ɔːɾ
तौल	t̪ɔːl
तौलिया	t̪ɔːliːjɑː
तौहीन	t̪ɔːɦiːn
तंग	t̪əŋɡ
तंज़	t̪ənz
तंज़ीम	t̪ənziːm
तंदुरुस्त	t̪ənd̪ʊɾʊst̪
तंदुरुस्ती	t̪ənd̪ʊɾʊst̪iː
तंबू	t̪əmbuː
तंबोल	t̪əmboːl
तंबोला	t̪əmboːlɑː
त्यागपत्र	t̪jɑːɡpət̪ɾ
त्यों	t̪jõː
त्यौहार	t̪jɔːɦɑːɾ
त्र	t̪ɾə
त्रय	t̪ɾəj
त्रासद	t̪ɾɑːsəd̪
त्रासदी	t̪ɾɑːsd̪iː
त्रिकोणमितीय	t̪ɾɪkoːnmɪt̪iːj
त्रिज्या	t̪ɾɪd͡ʒjɑː
त्रिभुज	t̪ɾɪbʱʊd͡ʒ
त्रिमूर्ति	t̪ɾɪmuːɾt̪iː
त्वचा	t̪ʋət͡ʃɑː
त्वरण	t̪ʋəɾən
त्वरित	t̪ʋəɾɪt̪
थ	t̪ʰə
थकना	t̪ʰəknɑː
थकान	t̪ʰəkɑːn
थकावट	t̪ʰəkɑːʋəʈ
थकित	t̪ʰəkɪt̪
थन	t̪ʰən
थपथपाना	t̪ʰəpət̪ʰpɑːnɑː
थप्पड़	t̪ʰəppəɽ
थमना	t̪ʰəmnɑː
थमाना	t̪ʰəmɑːnɑː
थरथराना	t̪ʰəɾt̪ʰəɾɑːnɑː
थर्राना	t̪ʰəɾɾɑːnɑː
था	t̪ʰɑː
थाई	t̪ʰɑːiː
थाना	t̪ʰɑːnɑː
थानेदार	t̪ʰɑːneːd̪ɑːɾ
थापना	t̪ʰɑːpnɑː
थामना	t̪ʰɑːmnɑː
थीं	t̪ʰĩː
थू	t̪ʰuː
थूक	t̪ʰuːk
थूकना	t̪ʰuːknɑː
थूथन	t̪ʰuːt̪ʰən
थैला	t̪ʰɛːlɑː
थोक	t̪ʰoːk
थोपना	t̪ʰoːpnɑː
द	d̪ə
दक्खिन	d̪əkkʰɪn
दक्खिनी	d̪əkkʰɪniː
दक्ष	d̪əkʃ
दक्षिणपंथ	d̪əkʃɪnpənt̪ʰ
दक्षिणपंथी	d̪əkʃɪnpənt̪ʰiː
दक्षिणा	d̪əkʃɪnɑː
दक्षिणापथ	d̪əkʃɪnɑːpət̪ʰ
दख़ल	d̪əkʰəl
दख़ल	d̪əxəl
दफ़न	d̪əfən
दफ़न	d̪əfn
दफ़नाना	d̪əfnɑːnɑː
दफ़ा	d̪əfɑː
दबदबा	d̪əbd̪əbɑː
दबाना	d̪əbaːn̪aː
दबाव	d̪əbɑːʋ
दबोचना	d̪əboːt͡ʃnɑː
दम	d̪əm
दमन	d̪əmən
दमिश्क़	d̪əmɪʃk
दमिश्क़	d̪əmɪʃq
दर	d̪əɾ
दरअसल	d̪əɾəsəl
दरख़ास्त	d̪əɾkʰɑːst̪
दरख़ास्त	d̪əɾxɑːst̪
दरख़्त	d̪əɾəkʰt̪
दरख़्त	d̪əɾəxt̪
दरगाह	d̪əɾɡɑːʱ
दरबार	d̪əɾbɑːɾ
दरमियान	d̪əɾmiːjɑːn
दरमियानी	d̪əɾmiːjɑːniː
दरवाज़ा	d̪əɾʋɑːzɑː
दरवेश	d̪əɾʋeːʃ
दराज़	d̪əɾɑːz
दरार	d̪əɾɑːɾ
दरांती	d̪əɾɑːnt̪iː
दरियाई	d̪əɾiːjɑːiː
दरी	d̪əɾiː
दरोग़ा	d̪əɾoːɡɑː
दर्ज	d̪əɾd͡ʒ
दर्जा	d̪əɾd͡ʒɑː
दर्द	d̪əɾd̪
दर्दनाक	d̪əɾd̪nɑːk
दर्पण	d̪əɾpən
दर्शक	d̪əɾʃək
दर्शन	d̪əɾʃən
दल	d̪əl
दलदल	d̪ələd̪əl
दलबदलू	d̪əlbəd̪luː
दलहन	d̪əlɦən
दलाल	d̪əlɑːl
दलित	d̪əlɪt̪
दलील	d̪əliːl
दशमलव	d̪əʃəmləʋ
दशहरा	d̪əʃɛːʱɾɑː
दस	d̪əs
दस्यु	d̪əsjuː
दहन	d̪ɛːʱn
दहना	d̪ɛːʱnɑː
दहलना	d̪ɛːʱlnɑː
दहलीज़	d̪ɛːʱliːz
दही	d̪əɦiː
दहेज़	d̪əɦeːz
दाई	d̪ɑːiː
दाएँ	d̪ɑːẽ
दाख़िला	d̪ɑːkʰɪlɑː
दाख़िला	d̪ɑːxɪlɑː
दाग़	d̪ɑːɡ
दाढ़	d̪ɑːɽʱ
दाता	d̪ɑːt̪ɑː
दाताओ	d̪ɑːt̪ɑːoː
दाताओं	d̪ɑːt̪ɑːoːn
दादरा	d̪ɑːd̪ɾɑː
दादा	d̪ɑːd̪ɑː
दादी	d̪ɑːd̪iː
दाब	d̪ɑːb
दाम	d̪ɑːm
दामन	d̪ɑːmən
दायर	d̪ɑːjəɾ
दायाँ	d̪ɑːjɑ̃ː
दारुलहुकूमत	d̪ɑːɾʊlɦʊkuːmət̪
दारू	d̪ɑːɾuː
दाल	d̪ɑːl
दावत	d̪ɑːʋət̪
दावा	d̪ɑːʋɑː
दावेदार	d̪ɑːʋeːd̪ɑːɾ
दासप्रथा	d̪ɑːspɾət̪ʰɑː
दास्तान	d̪ɑːst̪ɑːn
दाहिने	d̪ɑːɦɪneː
दांत	d̪ɑːnt̪
दाँत	d̪ɑ̃ːt̪
दाँव	d̪ɑ̃ːʋ
दिक़्क़त	d̪ɪkkət̪
दिक़्क़त	d̪ɪqqət̪
दिक्पात	d̪ɪkpɑːt̪
दिखाई	d̪ɪkʰɑːiː
दिखाना	d̪ɪkʰɑːnɑː
दिखावा	d̪ɪkʰɑːʋɑː
दिगंबर	d̪ɪɡəmbəɾ
दिग्गज	d̪ɪɡɡəd͡ʒ
दिन	d̪ɪn
दिनभर	d̪ɪnbʱəɾ
दिनांकित	d̪ɪnɑːŋkɪt̪
दिनेश	d̪ɪneːʃ
दिया	d̪iːjɑː
दिल	d̪ɪl
दिलचस्प	d̪ɪlt͡ʃəsp
दिलचस्पी	d̪ɪlt͡ʃəspiː
दिलबर	d̪ɪlbəɾ
दिलासा	d̪ɪlɑːsɑː
दिली	d̪ɪliː
दिलेरी	d̪ɪleːɾiː
दिल्ली	ˈd̪ɪlliː
दिल्लीवाला	d̪ɪlliːʋɑːlɑː
दिवसीय	d̪ɪʋsiːj
दिवाली	d̪ɪʋɑːliː
दिव्यांग	d̪ɪʋjɑːŋɡ
दिसंबर	d̪ɪsəmbəɾ
दिहाड़ी	d̪ɪɦɑːɽiː
दीदार	d̪iːd̪ɑːɾ
दीन	d̪iːn
दीनार	d̪iːnɑːɾ
दीपक	d̪iːpək
दीपावली	d̪iːpɑːʋliː
दीपिका	d̪iːpɪkɑː
दीया	d̪iːjɑː
दीर्घ	d̪iːɾɡʱ
दीवट	d̪iːʋəʈ
दीवान	d̪iːʋɑːn
दीवानगी	d̪iːʋɑːnɡiː
दीवाना	d̪iːʋɑːnɑː
दीवार	d̪iːʋɑːɾ
दुअन्नी	d̪ʊənniː
दुकान	d̪ʊkɑːn
दुनाली	d̪ʊnɑːliː
दुपट्टा	d̪ʊpəʈʈɑː
दुपहिया	d̪ʊpəɦiːjɑː
दुपहिया	d̪ʊpəiːjɑː
दुबई	d̪ʊbəiː
दुभाषिया	d̪ʊbʱɑːʃiːjɑː
दुरुपयोग	d̪ʊɾʊpjoːɡ
दुर्गंध	d̪ʊɾɡənd̪ʱ
दुर्घटनाग्रस्त	d̪ʊɾɡʱəʈnɑːɡɾəst̪
दुर्भाग्य	d̪ʊɾbʱɑːɡj
दुर्भाग्यवश	d̪ʊɾbʱɑːɡjəʋəʃ
दुर्भावना	d̪ʊɾbʱɑːʋnɑː
दुर्भावनापूर्ण	d̪ʊɾbʱɑːʋnɑːpuːɾn
दुर्व्यवहार	d̪ʊɾʋjəʋɦɑːɾ
दुश्वार	d̪ʊʃʋɑːɾ
दुष्चक्र	d̪ʊʃt͡ʃəkɾ
दुष्ट	d̪ʊʃʈ
दुष्परिणाम	d̪ʊʃpəɾɪnɑːm
दुस्साहस	d̪ʊssɑːɦəs
दुहाई	d̪ʊɦɑːiː
दुःख	d̪ʊʰkʰ
दुःख	d̪ʊkʰ
दुःस्वप्न	d̪ʊʰsʋəpnə
दूकान	d̪uːkɑːn
दूज	d̪uːd͡ʒ
दूतावास	d̪uːt̪ɑːʋɑːs
दूध	d̪uːd̪ʱ
दूधिया	ˈd̪uːd̪ʱɪjɑː
दूना	d̪uːnɑː
दूब	d̪uːb
दूर	d̪uːɾ
दूरदर्शिता	d̪uːɾd̪əɾʃɪt̪ɑː
दूरबीन	d̪uːɾbiːn
दूरभाष	d̪uːɾbʱɑːʃ
दूरी	d̪uːɾiː
दूल्हा	d̪uːlɦɑː
दूसरा	d̪uːsɾɑː
दूसरे	d̪uːsɾeː
दृग	d̪ɾɪɡ
दृढ़	d̪ɾɪɽʱ
