aaleniana	alenjana
deificadas	deifikadas
deificado	deifikado
deificados	deifikados
deificar	deifikaɾ
deificare	deifikaɾe
deifico	deifiko
dejada	dexada
dejadas	dexadas
dejado	dexado
dejados	dexados
dejar	dexaɾ
dejavú	de.ʝabu
dejos	dexos
delatada	delatada
delatadas	delatadas
delatado	delatado
delatados	delatados
delator	delatoɾ
del	del
delegada	deleɡada
delegadas	deleɡadas
delegado	deleɡado
delegados	deleɡados
delegar	deleɡaɾ
deleitada	deleitada
deleitadas	deleitadas
deleitado	deleitado
deleitados	deleitados
deleitar	deleitaɾ
deletear	deleteaɾ
deletreada	deletɾeada
deletreadas	deletɾeadas
deletreado	deletɾeado
deletreados	deletɾeados
deletrear	deletɾeaɾ
delfinario	delfinaɾjo
delfinato	delfinato
delfín	delfin
delgada	delɡada
delgadas	delɡadas
delgado	delɡado
delgados	delɡados
delia	delja
deliberada	delibeɾada
deliberadamente	delibeɾadamente
deliberadas	delibeɾadas
deliberado	delibeɾado
deliberados	delibeɾados
deliberar	delibeɾaɾ
delicada	delikada
delicadamente	delikadamente
delicadas	delikadas
delicado	delikado
delicados	delikados
delicatessen	delikatesen
delimitada	delimitada
delimitadas	delimitadas
delimitado	delimitado
delimitados	delimitados
delimitar	delimitaɾ
delineada	delineada
delineadas	delineadas
delineado	delineado
delineados	delineados
delinquida	delinkida
delinquidas	delinkidas
delinquido	delinkido
delinquidos	delinkidos
delinquir	delinkiɾ
delirada	deliɾada
deliradas	deliɾadas
delirado	deliɾado
delirados	deliɾados
delirio	deliɾjo
delito	delito
delivery	delibeɾi
delta	delta
deltoidal	deltoidal
deltoides	deltoides
demacrar	demakɾaɾ
demandada	demandada
demandadas	demandadas
demandado	demandado
demandador	demandadoɾ
demandados	demandados
demandar	demandaɾ
demarcada	demarkada
demarcadas	demarkadas
demarcado	demarkado
demarcador	demarkadoɾ
demarcados	demarkados
demás	demas
demasía	demasia
demasiado	demasjado
dembow	dembou
deme	deme
demediada	demedjada
demediadas	demedjadas
demediado	demedjado
demediados	demedjados
demediar	demedjaɾ
demeritada	demeɾitada
demeritadas	demeɾitadas
demeritado	demeɾitado
demeritados	demeɾitados
demeritar	demeɾitaɾ
demersal	demersal
demisexual	demiseɡswal
democrático	demokɾatiko
demodulada	demodulada
demoduladas	demoduladas
demodulado	demodulado
demodulados	demodulados
demográfico	demoɡɾafiko
demolida	demolida
demolidas	demolidas
demolido	demolido
demolidos	demolidos
demoníaca	demoniaka
demoníacas	demoniakas
demoníaco	demoniako
demoniaco	demonjako
demoníacos	demoniakos
demonio	demonjo
demorada	demoɾada
demoradas	demoɾadas
demora	demoɾa
demorado	demoɾado
demorados	demoɾados
demoramos	demoɾamos
demorando	demoɾando
demorara	demoɾaɾa
demorará	demoɾaɾa
demoráramos	demoɾaɾamos
demoraras	demoɾaɾas
demorarás	demoɾaɾas
demorar	demoɾaɾ
demorareis	demoɾaɾeis
demoraremos	demoɾaɾemos
demorares	demoɾaɾes
demoraríamos	demoɾaɾiamos
demoras	demoɾas
demoraste	demoɾaste
demore	demoɾe
demoremos	demoɾemos
demores	demoɾes
demoro	demoɾo
demostrada	demostɾada
demostradas	demostɾadas
demostrado	demostɾado
demostrados	demostɾados
demudada	demudada
demudadas	demudadas
demudado	demudado
demudados	demudados
demudar	demudaɾ
den	den
denegada	deneɡada
denegadas	deneɡadas
denegado	deneɡado
denegados	deneɡados
denegar	deneɡaɾ
denigrada	deniɡɾada
denigradas	deniɡɾadas
denigrado	deniɡɾado
denigrados	deniɡɾados
denigrar	deniɡɾaɾ
denominada	denominada
denominadas	denominadas
denominado	denominado
denominador	denominadoɾ
denominados	denominados
denominar	de.no.minaɾ
denominársele	denominarsele
denormal	denormal
denostada	denostada
denostadas	denostadas
denostado	denostado
denostados	denostados
denostar	denostaɾ
denotada	denotada
denotadas	denotadas
denotado	denotado
denotados	denotados
denotativa	denotatiba
denotativas	denotatibas
denotativo	denotatibo
denotativos	denotatibos
densificada	densifikada
densificadas	densifikadas
densificado	densifikado
densificados	densifikados
densificar	densifikaɾ
denso	denso
dentada	dentada
dentadas	dentadas
dentado	dentado
dentados	dentados
dental	dental
dentar	dentaɾ
dentífrico	dentifɾiko
dentrífico	dentɾifiko
dentro	dentɾo
dentuda	dentuda
dentudas	dentudas
dentudo	dentudo
dentudos	dentudos
denudar	denudaɾ
deodato	deodato
deóntico	deontiko
deontología	deontoloxia
deparada	depaɾada
deparadas	depaɾadas
deparado	depaɾado
deparados	depaɾados
departida	departida
departidas	departidas
departido	departido
departidos	departidos
depauperada	depaupeɾada
depauperadas	depaupeɾadas
depauperado	depaupeɾado
depauperados	depaupeɾados
depauperar	depaupeɾaɾ
dependida	dependida
dependidas	dependidas
dependido	dependido
dependidos	dependidos
depilada	depilada
depiladas	depiladas
depilado	depilado
depilados	depilados
depilar	depilaɾ
deplorada	deploɾada
deploradas	deploɾadas
deplorado	deploɾado
deplorados	deploɾados
deponer	deponeɾ
depongo	deponɡo
deportada	deportada
deportadas	deportadas
deportado	deportado
deportados	deportados
deportar	deportaɾ
deporte	deporte
deportivista	deportibista
deporto	deporto
depositada	depositada
depositadas	depositadas
depositado	depositado
depositados	depositados
depósito	deposito
depósitos	depositos
depravada	depɾabada
depravadas	depɾabadas
depravado	depɾabado
depravados	depɾabados
depravar	depɾabaɾ
deprecada	depɾekada
deprecadas	depɾekadas
deprecado	depɾekado
deprecados	depɾekados
deprecar	depɾekaɾ
depredada	depɾedada
depredadas	depɾedadas
depredado	depɾedado
depredados	depɾedados
depredamos	depɾedamos
depredar	depɾedaɾ
depredare	depɾedaɾe
depresión	depɾesjon
depresivo	depɾesibo
deprimida	depɾimida
deprimidas	depɾimidas
deprimido	depɾimido
deprimidos	depɾimidos
deprimir	depɾimiɾ
depuesta	depwesta
depuestas	depwestas
depuesto	depwesto
depuestos	depwestos
depurada	depuɾada
depuradas	depuɾadas
depura	depuɾa
depurado	depuɾado
depuradora	depuɾadoɾa
depurados	depuɾados
depuramos	depuɾamos
depurando	depuɾando
depurara	depuɾaɾa
depurará	depuɾaɾa
depuráramos	depuɾaɾamos
depuraras	depuɾaɾas
depurarás	depuɾaɾas
depurar	depuɾaɾ
depurare	depuɾaɾe
depurareis	depuɾaɾeis
depuraremos	depuɾaɾemos
depurares	depuɾaɾes
depuraríamos	depuɾaɾiamos
depuras	depuɾas
depuraste	depuɾaste
depure	depuɾe
depuremos	depuɾemos
depures	depuɾes
depuro	depuɾo
depuse	depuse
deputada	deputada
deputadas	deputadas
deputa	deputa
deputado	deputado
deputados	deputados
deputáis	deputais
deputamos	deputamos
deputando	deputando
deputara	deputaɾa
deputará	deputaɾa
deputáramos	deputaɾamos
deputaras	deputaɾas
deputarás	deputaɾas
deputar	deputaɾ
deputareis	deputaɾeis
deputaréis	deputaɾeis
deputaremos	deputaɾemos
deputares	deputaɾes
deputaría	deputaɾia
deputaríamos	deputaɾiamos
deputarías	deputaɾias
deputas	deputas
deputaste	deputaste
depute	depute
deputéis	deputeis
deputemos	deputemos
deputes	deputes
deputo	deputo
derbi	derbi
derecha	deɾet͡ʃa
derechismo	deɾet͡ʃismo
derechista	deɾet͡ʃista
derecho	deɾet͡ʃo
derelinquida	deɾelinkida
derelinquidas	deɾelinkidas
derelinquido	deɾelinkido
derelinquidos	deɾelinkidos
derelinquir	deɾelinkiɾ
derivada	deɾibada
derivadas	deɾibadas
derivado	deɾibado
derivados	deɾibados
derivar	deɾibaɾ
dermis	dermis
derogada	deɾoɡada
derogadas	deɾoɡadas
derogado	deɾoɡado
derogados	deɾoɡados
derramada	deramada
derramadas	deramadas
derramado	deramado
derramados	deramados
derramar	deramaɾ
derrame	derame
derrapada	derapada
derrapadas	derapadas
derrapado	derapado
derrapados	derapados
derrelinquida	derelinkida
derrelinquidas	derelinkidas
derrelinquido	derelinkido
derrelinquidos	derelinkidos
derrelinquir	derelinkiɾ
derrengar	derenɡaɾ
derretida	deretida
derretidas	deretidas
derretido	deretido
derretidos	deretidos
derretir	deretiɾ
derribada	deribada
derribadas	deribadas
derribado	deribado
derribados	deribados
derribar	deribaɾ
derrocada	derokada
derrocadas	derokadas
derrocado	derokado
derrocados	derokados
derrocamiento	derokamjento
derrocar	derokaɾ
derrochada	derot͡ʃada
derrochadas	derot͡ʃadas
derrochado	derot͡ʃado
derrochadora	derot͡ʃadoɾa
derrochadoras	derot͡ʃadoɾas
derrochador	derot͡ʃadoɾ
derrochadores	derot͡ʃadoɾes
derrochados	derot͡ʃados
derrotada	derotada
derrotadas	derotadas
derrotado	derotado
derrotados	derotados
derrotista	derotista
derruida	derwida
derruidas	derwidas
derruido	derwido
derruidos	derwidos
derrumbada	derumbada
derrumbadas	derumbadas
derrumbado	derumbado
derrumbados	derumbados
desabejada	desabexada
desabejadas	desabexadas
desabejado	desabexado
desabejados	desabexados
desabotonada	desabotonada
desabotonadas	desabotonadas
desabotonado	desabotonado
desabotonados	desabotonados
desabotonar	desabotonaɾ
desabrida	desabɾida
desabridas	desabɾidas
desabrido	desabɾido
desabridos	desabɾidos
desabrir	desabɾiɾ
desabrochada	desabɾot͡ʃada
desabrochadas	desabɾot͡ʃadas
desabrochado	desabɾot͡ʃado
desabrochados	desabɾot͡ʃados
desacatada	desakatada
desacatadas	desakatadas
desacatado	desakatado
desacatados	desakatados
desacatar	desakataɾ
desacomodada	desakomodada
desacomodadas	desakomodadas
desacomodado	desakomodado
desacomodados	desakomodados
desacompasada	desakompasada
desacompasadas	desakompasadas
desacompasado	desakompasado
desacompasados	desakompasados
desaconsejada	desakonsexada
desaconsejadas	desakonsexadas
desaconsejado	desakonsexado
desaconsejados	desakonsexados
desaconsejar	desakonsexaɾ
desacoplada	desakoplada
desacopladas	desakopladas
desacoplado	desakoplado
desacoplados	desakoplados
desacoplar	desakoplaɾ
desacordada	desakordada
desacordadas	desakordadas
desacordado	desakordado
desacordados	desakordados
desacostumbrada	desakostumbɾada
desacostumbradas	desakostumbɾadas
desacostumbrado	desakostumbɾado
desacostumbrados	desakostumbɾados
desacostumbrar	desakostumbɾaɾ
desacreditada	desakɾeditada
desacreditadas	desakɾeditadas
desacreditado	desakɾeditado
desacreditados	desakɾeditados
desacreditar	desakɾeditaɾ
desactivada	desaɡtibada
desactivadas	desaɡtibadas
desactivado	desaɡtibado
desactivados	desaɡtibados
desafectada	desafeɡtada
desafectadas	desafeɡtadas
desafecta	desafeɡta
desafectá	desafeɡta
desafectado	desafeɡtado
desafectados	desafeɡtados
desafectar	desafeɡtaɾ
desafectas	desafeɡtas
desafecto	desafeɡto
desafectos	desafeɡtos
desafiada	desafjada
desafiadas	desafjadas
desafiado	desafjado
desafiados	desafjados
desafilar	desafilaɾ
desafinada	desafinada
desafinadas	desafinadas
desafinado	desafinado
desafinados	desafinados
desafinar	desafinaɾ
desaforar	desafoɾaɾ
desafortunada	desafortunada
desafortunadamente	desafortunadamente
desafortunadas	desafortunadas
desafortunado	desafortunado
desafortunados	desafortunados
desafuero	desafweɾo
desagotar	desaɡotaɾ
desagradable	desaɡɾadable
desagradada	desaɡɾadada
desagradadas	desaɡɾadadas
desagradado	desaɡɾadado
desagradados	desaɡɾadados
desagradar	desaɡɾadaɾ
desagraviada	desaɡɾabjada
desagraviadas	desaɡɾabjadas
desagraviado	desaɡɾabjado
desagraviados	desaɡɾabjados
desagraviar	desaɡɾabjaɾ
desagregada	desaɡɾeɡada
desagregadas	desaɡɾeɡadas
desagregado	desaɡɾeɡado
desagregados	desaɡɾeɡados
desaguado	desaɡwado
desahijada	desaixada
desahijadas	desaixadas
desahijado	desaixado
desahijados	desaixados
desahijar	desaixaɾ
desahogada	desaoɡada
desahogadas	desaoɡadas
desahogado	desaoɡado
desahogados	desaoɡados
desahogar	desaoɡaɾ
desainado	desainado
desairado	desaiɾado
desairar	desaiɾaɾ
desaire	desaiɾe
desajustada	desaxustada
desajustadas	desaxustadas
desajustado	desaxustado
desajustados	desaxustados
desalar	desalaɾ
desalentada	desalentada
desalentadas	desalentadas
desalentado	desalentado
desalentados	desalentados
desaliñada	desaliɲada
desaliñadas	desaliɲadas
desaliñado	desaliɲado
desaliñados	desaliɲados
desaliñaran	desaliɲaɾan
desalojada	desaloxada
desalojadas	desaloxadas
desalojado	desaloxado
desalojados	desaloxados
desalojo	desaloxo
desalquilar	desalkilaɾ
desamar	desamaɾ
desamarrada	desamarada
desamarradas	desamaradas
desamarrado	desamarado
desamarrados	desamarados
desamarrar	desamaraɾ
desambiguar	desambiɡwaɾ
desamistada	desamistada
desamistadas	desamistadas
desamistado	desamistado
desamistados	desamistados
desamistar	desamistaɾ
desamparada	desampaɾada
desamparadas	desampaɾadas
desamparado	desampaɾado
desamparados	desampaɾados
desamparar	desampaɾaɾ
desandada	desandada
desandadas	desandadas
desandado	desandado
desandados	desandados
desangelada	desanxelada
desangeladas	desanxeladas
desangelado	desanxelado
desangelados	desanxelados
desangrado	desanɡɾado
desanimada	desanimada
desanimadas	desanimadas
desanimado	desanimado
desanimados	desanimados
desanudado	desanudado
desanudar	desanudaɾ
desapalancar	desapalankaɾ
desaparear	desapaɾeaɾ
desapasionada	desapasjonada
desapasionadas	desapasjonadas
desapasionado	desapasjonado
desapasionados	desapasjonados
desapegada	desapeɡada
desapegadas	desapeɡadas
desapegado	desapeɡado
desapegados	desapeɡados
desaprendida	desapɾendida
desaprendidas	desapɾendidas
desaprendido	desapɾendido
desaprendidos	desapɾendidos
desaprobado	desapɾobado
desaprovechada	desapɾobet͡ʃada
desaprovechadas	desapɾobet͡ʃadas
desaprovechado	desapɾobet͡ʃado
desaprovechados	desapɾobet͡ʃados
desaprovechar	desapɾobet͡ʃaɾ
desarbolada	desarbolada
desarboladas	desarboladas
desarbolado	desarbolado
desarbolados	desarbolados
desarbolar	desarbolaɾ
desarchivar	desart͡ʃibaɾ
desarenar	desaɾenaɾ
desarmada	desarmada
desarmadas	desarmadas
desarmado	desarmado
desarmados	desarmados
desarraigada	desaraiɡada
desarraigadas	desaraiɡadas
desarraiga	desaraiɡa
desarraigado	desaraiɡado
desarraigados	desaraiɡados
desarraigamos	desaraiɡamos
desarraigando	desaraiɡando
desarraigara	desaraiɡaɾa
desarraigará	desaraiɡaɾa
desarraigáramos	desaraiɡaɾamos
desarraigaras	desaraiɡaɾas
desarraigarás	desaraiɡaɾas
desarraigar	desaraiɡaɾ
desarraigareis	desaraiɡaɾeis
desarraigaremos	desaraiɡaɾemos
desarraigares	desaraiɡaɾes
desarraigaríamos	desaraiɡaɾiamos
desarraigas	desaraiɡas
desarraigaste	desaraiɡaste
desarraigo	desaraiɡo
desarraigue	desaraiɡe
desarraiguemos	desaraiɡemos
desarraigues	desaraiɡes
desarreglada	desareɡlada
desarregladas	desareɡladas
desarreglado	desareɡlado
desarreglados	desareɡlados
desarropada	desaropada
desarropadas	desaropadas
desarropado	desaropado
desarropados	desaropados
desarropar	desaropaɾ
desarrugar	desaruɡaɾ
desarticulada	desartikulada
desarticuladas	desartikuladas
desarticulado	desartikulado
desarticulados	desartikulados
desase	desase
desases	desases
desasida	desasida
desasidas	desasidas
desasido	desasido
desasidos	desasidos
desasosegada	desasoseɡada
desasosegadas	desasoseɡadas
desasosegado	desasoseɡado
desasosegados	desasoseɡados
desasosegar	desasoseɡaɾ
desastrosa	desastɾosa
desastrosas	desastɾosas
desastroso	desastɾoso
desastrosos	desastɾosos
desatada	desatada
desatadas	desatadas
desatado	desatado
desatados	desatados
desatascada	desataskada
desatascadas	desataskadas
desatascado	desataskado
desatascados	desataskados
desatascar	desataskaɾ
desatendida	desatendida
desatendidas	desatendidas
desatendidos	desatendidos
desatentar	desatentaɾ
desatrancar	desatɾankaɾ
desayunada	desaɟ͡ʝunada
desayunadas	desaɟ͡ʝunadas
desayunado	desaɟ͡ʝunado
desayunados	desaɟ͡ʝunados
desayunar	desaɟ͡ʝunaɾ
desayuno	desaɟ͡ʝuno
desbancada	desbankada
desbancadas	desbankadas
desbancado	desbankado
desbancados	desbankados
desbancar	desbankaɾ
desbandada	desbandada
desbandadas	desbandadas
desbandado	desbandado
desbandados	desbandados
desbarajustada	desbaɾaxustada
desbarajustadas	desbaɾaxustadas
desbarajustado	desbaɾaxustado
desbarajustados	desbaɾaxustados
desbarajustar	desbaɾaxustaɾ
desbaratada	desbaɾatada
desbaratadas	desbaɾatadas
desbaratado	desbaɾatado
desbaratados	desbaɾatados
desbaratar	desbaɾataɾ
desbarrancada	desbarankada
desbarrancadas	desbarankadas
desbarrancado	desbarankado
desbarrancados	desbarankados
desbarrancar	desbarankaɾ
desbastada	desbastada
desbastadas	desbastadas
desbastado	desbastado
desbastados	desbastados
desbastar	desbastaɾ
desbloqueada	desblokeada
desbloqueadas	desblokeadas
desbloqueado	desblokeado
desbloqueados	desblokeados
desbocada	desbokada
desbocadas	desbokadas
desbocado	desbokado
desbocados	desbokados
desbordada	desbordada
desbordadas	desbordadas
desbordado	desbordado
desbordados	desbordados
desbordar	desbordaɾ
descabalgada	deskabalɡada
descabalgadas	deskabalɡadas
descabalgado	deskabalɡado
descabalgados	deskabalɡados
descabalgar	deskabalɡaɾ
descachada	deskat͡ʃada
descachadas	deskat͡ʃadas
descachado	deskat͡ʃado
descachados	deskat͡ʃados
descachimbada	deskat͡ʃimbada
descachimbadas	deskat͡ʃimbadas
descachimbado	deskat͡ʃimbado
descachimbados	deskat͡ʃimbados
descachimbar	deskat͡ʃimbaɾ
descalabrada	deskalabɾada
descalabradas	deskalabɾadas
descalabrado	deskalabɾado
descalabrados	deskalabɾados
descalabrar	deskalabɾaɾ
descalibrar	deskalibɾaɾ
descalificada	deskalifikada
descalificadas	deskalifikadas
descalificado	deskalifikado
descalificados	deskalifikados
descalificar	deskalifikaɾ
descamisada	deskamisada
descamisadas	deskamisadas
descamisado	deskamisado
descamisados	deskamisados
descansada	deskansada
descansadas	deskansadas
descansado	deskansado
descansados	deskansados
descarapelar	deskaɾapelaɾ
descararse	deskaɾarse
descarbonatada	deskarbonatada
descarbonatadas	deskarbonatadas
descarbonatado	deskarbonatado
descarbonatados	deskarbonatados
descarbonatar	deskarbonataɾ
descarboxilada	deskarboɡsilada
descarboxiladas	deskarboɡsiladas
descarboxilado	deskarboɡsilado
descarboxilados	deskarboɡsilados
descarboxilar	deskarboɡsilaɾ
descargada	deskarɡada
descargadas	deskarɡadas
descargado	deskarɡado
descargados	deskarɡados
descargar	deskarɡaɾ
descarnada	deskarnada
descarnadas	deskarnadas
descarnado	deskarnado
descarnados	deskarnados
descarnar	deskarnaɾ
descarriada	deskarjada
descarriadas	deskarjadas
descarriado	deskarjado
descarriados	deskarjados
descarriar	deskarjaɾ
descarrilada	deskarilada
descarriladas	deskariladas
descarrilado	deskarilado
descarrilados	deskarilados
descarrilar	deskarilaɾ
descarrilareis	deskarilaɾeis
descartada	deskartada
descartadas	deskartadas
descartado	deskartado
descartados	deskartados
descartar	deskartaɾ
descascarada	deskaskaɾada
descascaradas	deskaskaɾadas
descascarado	deskaskaɾado
descascarados	deskaskaɾados
descascarar	deskaskaɾaɾ
descastar	deskastaɾ
deschavar	dest͡ʃabaɾ
desclasada	desklasada
desclasadas	desklasadas
desclasado	desklasado
desclasados	desklasados
desclasificada	desklasifikada
desclasificadas	desklasifikadas
desclasificado	desklasifikado
desclasificados	desklasifikados
desclasificar	desklasifikaɾ
desclavada	desklabada
desclavadas	desklabadas
desclavado	desklabado
desclavados	desklabados
desclavar	desklabaɾ
descocada	deskokada
descocadas	deskokadas
descocado	deskokado
descocados	deskokados
descocarse	deskokarse
descodificada	deskodifikada
descodificadas	deskodifikadas
descodificado	deskodifikado
descodificados	deskodifikados
descodificar	deskodifikaɾ
descoger	deskoxeɾ
descogida	deskoxida
descogidas	deskoxidas
descogido	deskoxido
descogidos	deskoxidos
descohesionada	deskoesjonada
descohesionadas	deskoesjonadas
descohesionado	deskoesjonado
descohesionados	deskoesjonados
descolgado	deskolɡado
descolorida	deskoloɾida
descoloridas	deskoloɾidas
descolorido	deskoloɾido
descoloridos	deskoloɾidos
descomedida	deskomedida
descomedidas	deskomedidas
descomedido	deskomedido
descomedidos	deskomedidos
descomedir	deskomediɾ
descomida	deskomida
descomidas	deskomidas
descomido	deskomido
descomidos	deskomidos
descompasadamente	deskompasadamente
descompensada	deskompensada
descompensadas	deskompensadas
descompensado	deskompensado
descompensados	deskompensados
descomponedor	deskomponedoɾ
descompresor	deskompɾesoɾ
descomprimir	deskompɾimiɾ
descompuesta	deskompwesta
descompuestas	deskompwestas
descompuesto	deskompwesto
descompuestos	deskompwestos
descomulgada	deskomulɡada
descomulgadas	deskomulɡadas
descomulgado	deskomulɡado
descomulgados	deskomulɡados
desconectada	deskoneɡtada
desconectadas	deskoneɡtadas
desconectado	deskoneɡtado
desconectados	deskoneɡtados
desconexión	deskoneɡsjon
desconexiones	deskoneɡsjones
desconfiada	deskonfjada
desconfiadas	deskonfjadas
desconfiado	deskonfjado
desconfiados	deskonfjados
desconfiamos	deskonfjamos
desconfiando	deskonfjando
desconfiara	deskonfjaɾa
desconfiará	deskonfjaɾa
desconfiáramos	deskonfjaɾamos
desconfiaras	deskonfjaɾas
desconfiarás	deskonfjaɾas
desconfiar	deskonfjaɾ
desconfiareis	deskonfjaɾeis
desconfiaremos	deskonfjaɾemos
desconfiares	deskonfjaɾes
desconfiaríamos	deskonfjaɾiamos
desconfiaste	deskonfjaste
desconfiemos	deskonfjemos
descongelada	deskonxelada
descongeladas	deskonxeladas
descongelado	deskonxelado
descongelados	deskonxelados
descongelar	deskonxelaɾ
descongestionada	deskonxestjonada
descongestionadas	deskonxestjonadas
descongestionado	deskonxestjonado
descongestionados	deskonxestjonados
desconsiderada	deskonsideɾada
desconsideradas	deskonsideɾadas
desconsiderado	deskonsideɾado
desconsiderados	deskonsideɾados
desconsolada	deskonsolada
desconsoladas	deskonsoladas
desconsolado	deskonsolado
desconsolados	deskonsolados
